word,location,image,repetition,trialnum,condition,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,l_block_trial_key_resp.keys,v_block_trial_key_resp.keys,date,expName,frameRate,PartID,
0,1,Alien16.png,1,13,R,,,,,0,12,12,12,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien5.png,1,14,R,,,,,0,13,13,13,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien23.png,1,15,R,,,,,0,14,14,14,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien23.png,1,16,R,,,,,0,15,15,15,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien11.png,1,17,R,,,,,0,16,16,16,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien20.png,1,18,R,,,,,0,17,17,17,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien3.png,1,19,R,,,,,0,18,18,18,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien24.png,1,20,R,,,,,0,19,19,19,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien16.png,1,21,R,,,,,0,20,20,20,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien4.png,1,22,R,,,,,0,21,21,21,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien17.png,1,23,R,,,,,0,22,22,22,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien4.png,1,24,R,,,,,0,23,23,23,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien8.png,1,25,R,,,,,0,24,24,24,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien16.png,1,26,R,,,,,0,25,25,25,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien5.png,1,27,R,,,,,0,26,26,26,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien8.png,1,28,R,,,,,0,27,27,27,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien16.png,1,29,R,,,,,0,28,28,28,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien5.png,1,30,R,,,,,0,29,29,29,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien20.png,1,31,R,,,,,0,30,30,30,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien12.png,1,32,R,,,,,0,31,31,31,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien24.png,1,33,R,,,,,0,32,32,32,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien11.png,1,34,R,,,,,0,33,33,33,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien17.png,1,35,R,,,,,0,34,34,34,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien19.png,1,36,R,,,,,0,35,35,35,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien4.png,1,37,R,,,,,0,36,36,36,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien12.png,1,38,R,,,,,0,37,37,37,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien8.png,1,39,R,,,,,0,38,38,38,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien11.png,1,40,R,,,,,0,39,39,39,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien3.png,1,41,R,,,,,0,40,40,40,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien19.png,1,42,R,,,,,0,41,41,41,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien4.png,1,43,R,,,,,0,42,42,42,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien23.png,1,44,R,,,,,0,43,43,43,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien20.png,1,45,R,,,,,0,44,44,44,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien17.png,1,46,R,,,,,0,45,45,45,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien17.png,1,47,R,,,,,0,46,46,46,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien19.png,1,48,R,,,,,0,47,47,47,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien17.png,1,97,R,,,,,0,0,0,0,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien4.png,1,98,R,,,,,0,1,1,1,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien19.png,1,99,R,,,,,0,2,2,2,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien11.png,1,100,R,,,,,0,3,3,3,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien3.png,1,101,R,,,,,0,4,4,4,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien5.png,1,102,R,,,,,0,5,5,5,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien8.png,1,103,R,,,,,0,6,6,6,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien12.png,1,104,R,,,,,0,7,7,7,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien19.png,1,105,R,,,,,0,8,8,8,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien8.png,1,106,R,,,,,0,9,9,9,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien5.png,1,107,R,,,,,0,10,10,10,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien23.png,1,108,R,,,,,0,11,11,11,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien20.png,1,109,R,,,,,0,12,12,12,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien12.png,1,110,R,,,,,0,13,13,13,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien24.png,1,111,R,,,,,0,14,14,14,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien20.png,1,112,R,,,,,0,15,15,15,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien17.png,1,113,R,,,,,0,16,16,16,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien16.png,1,114,R,,,,,0,17,17,17,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien24.png,1,115,R,,,,,0,18,18,18,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien4.png,1,116,R,,,,,0,19,19,19,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien16.png,1,117,R,,,,,0,20,20,20,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien3.png,1,118,R,,,,,0,21,21,21,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien23.png,1,119,R,,,,,0,22,22,22,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien11.png,1,120,R,,,,,0,23,23,23,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien23.png,1,121,R,,,,,0,24,24,24,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien17.png,1,122,R,,,,,0,25,25,25,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien12.png,1,123,R,,,,,0,26,26,26,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien4.png,1,124,R,,,,,0,27,27,27,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien23.png,1,125,R,,,,,0,28,28,28,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien5.png,1,126,R,,,,,0,29,29,29,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien3.png,1,127,R,,,,,0,30,30,30,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien17.png,1,128,R,,,,,0,31,31,31,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien8.png,1,129,R,,,,,0,32,32,32,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien3.png,1,130,R,,,,,0,33,33,33,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien3.png,1,131,R,,,,,0,34,34,34,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien24.png,1,132,R,,,,,0,35,35,35,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien20.png,1,133,R,,,,,0,36,36,36,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien24.png,1,134,R,,,,,0,37,37,37,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien19.png,1,135,R,,,,,0,38,38,38,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien24.png,1,136,R,,,,,0,39,39,39,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien19.png,1,137,R,,,,,0,40,40,40,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien23.png,1,138,R,,,,,0,41,41,41,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien11.png,1,139,R,,,,,0,42,42,42,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien8.png,1,140,R,,,,,0,43,43,43,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien11.png,1,141,R,,,,,0,44,44,44,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien16.png,1,142,R,,,,,0,45,45,45,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien12.png,1,143,R,,,,,0,46,46,46,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien20.png,1,144,R,,,,,0,47,47,47,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien12.png,1,193,R,,,,,0,0,0,0,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien23.png,1,194,R,,,,,0,1,1,1,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien23.png,1,195,R,,,,,0,2,2,2,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien24.png,1,196,R,,,,,0,3,3,3,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien17.png,1,197,R,,,,,0,4,4,4,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien8.png,1,198,R,,,,,0,5,5,5,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien3.png,1,199,R,,,,,0,6,6,6,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien5.png,1,200,R,,,,,0,7,7,7,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien24.png,1,201,R,,,,,0,8,8,8,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien4.png,1,202,R,,,,,0,9,9,9,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien19.png,1,203,R,,,,,0,10,10,10,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien16.png,1,204,R,,,,,0,11,11,11,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien3.png,1,205,R,,,,,0,12,12,12,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien11.png,1,206,R,,,,,0,13,13,13,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien20.png,1,207,R,,,,,0,14,14,14,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien4.png,1,208,R,,,,,0,15,15,15,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien8.png,1,209,R,,,,,0,16,16,16,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien5.png,1,210,R,,,,,0,17,17,17,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien19.png,1,211,R,,,,,0,18,18,18,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien11.png,1,212,R,,,,,0,19,19,19,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien17.png,1,213,R,,,,,0,20,20,20,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien20.png,1,214,R,,,,,0,21,21,21,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien16.png,1,215,R,,,,,0,22,22,22,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien12.png,1,216,R,,,,,0,23,23,23,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien17.png,1,217,R,,,,,0,24,24,24,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien5.png,1,218,R,,,,,0,25,25,25,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien24.png,1,219,R,,,,,0,26,26,26,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien4.png,1,220,R,,,,,0,27,27,27,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien5.png,1,221,R,,,,,0,28,28,28,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien11.png,1,222,R,,,,,0,29,29,29,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien11.png,1,223,R,,,,,0,30,30,30,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien12.png,1,224,R,,,,,0,31,31,31,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien19.png,1,225,R,,,,,0,32,32,32,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien4.png,1,226,R,,,,,0,33,33,33,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien8.png,1,227,R,,,,,0,34,34,34,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien19.png,1,228,R,,,,,0,35,35,35,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien16.png,1,229,R,,,,,0,36,36,36,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien20.png,1,230,R,,,,,0,37,37,37,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien3.png,1,231,R,,,,,0,38,38,38,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,1,Alien12.png,1,232,R,,,,,0,39,39,39,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,2,Alien16.png,1,233,R,,,,,0,40,40,40,,None,2018_Feb_09_1351,lv,119.946741342,1,
0,3,Alien3.png,1,234,R,,,,,0,41,41,41,,None,2018_Feb_09_1351,lv,119.946741342,1,
