11.0016 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?
73.4524 	EXP 	blank_block_trial_image: autoDraw = False
73.4524 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
73.4524 	EXP 	blank_block_trial_image: image = u'blank.png'
73.4524 	EXP 	blank_block_trial_image: autoDraw = True
74.2609 	EXP 	blank_block_trial_image: autoDraw = False
74.4447 	EXP 	New trial (rep=0, index=10): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
74.4525 	EXP 	blank_block_trial_image: autoDraw = False
74.4525 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
74.4525 	EXP 	blank_block_trial_image: image = u'blank.png'
74.4525 	EXP 	blank_block_trial_image: autoDraw = True
75.2610 	EXP 	blank_block_trial_image: autoDraw = False
75.4447 	EXP 	New trial (rep=0, index=11): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
75.4528 	EXP 	blank_block_trial_image: autoDraw = False
75.4528 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
75.4528 	EXP 	blank_block_trial_image: image = u'blank.png'
75.4528 	EXP 	blank_block_trial_image: autoDraw = True
76.2612 	EXP 	blank_block_trial_image: autoDraw = False
76.4450 	EXP 	window1: blendMode = 'avg'
76.4454 	EXP 	Sound  started
76.4529 	EXP 	blank_block_trial_image: autoDraw = False
76.4531 	EXP 	window1: blendMode = 'avg'
76.4615 	EXP 	window1: blendMode = 'avg'
76.4698 	EXP 	window1: blendMode = 'avg'
76.4781 	EXP 	window1: blendMode = 'avg'
76.4864 	EXP 	window1: blendMode = 'avg'
76.5194 	WARNING 	t of last frame was 33.20ms (=1/30)
76.5197 	EXP 	window1: blendMode = 'avg'
76.5203 	EXP 	window1: blendMode = 'avg'
76.5281 	EXP 	window1: blendMode = 'avg'
76.5365 	EXP 	window1: blendMode = 'avg'
76.5447 	EXP 	window1: blendMode = 'avg'
76.5531 	EXP 	window1: blendMode = 'avg'
76.5614 	EXP 	window1: blendMode = 'avg'
76.5697 	EXP 	window1: blendMode = 'avg'
76.5781 	EXP 	window1: blendMode = 'avg'
76.5864 	EXP 	window1: blendMode = 'avg'
76.5948 	EXP 	window1: blendMode = 'avg'
76.6031 	EXP 	window1: blendMode = 'avg'
76.6114 	EXP 	window1: blendMode = 'avg'
76.6198 	EXP 	window1: blendMode = 'avg'
76.6281 	EXP 	window1: blendMode = 'avg'
76.6364 	EXP 	window1: blendMode = 'avg'
76.6448 	EXP 	window1: blendMode = 'avg'
76.6531 	EXP 	window1: blendMode = 'avg'
76.6614 	EXP 	window1: blendMode = 'avg'
76.6697 	EXP 	window1: blendMode = 'avg'
76.6781 	EXP 	window1: blendMode = 'avg'
76.6864 	EXP 	window1: blendMode = 'avg'
76.6948 	EXP 	window1: blendMode = 'avg'
76.7031 	EXP 	window1: blendMode = 'avg'
76.7115 	EXP 	window1: blendMode = 'avg'
76.7198 	EXP 	window1: blendMode = 'avg'
76.7282 	EXP 	window1: blendMode = 'avg'
76.7365 	EXP 	window1: blendMode = 'avg'
76.7448 	EXP 	window1: blendMode = 'avg'
76.7533 	EXP 	window1: blendMode = 'avg'
76.7615 	EXP 	window1: blendMode = 'avg'
76.7698 	EXP 	window1: blendMode = 'avg'
76.7781 	EXP 	window1: blendMode = 'avg'
76.7865 	EXP 	window1: blendMode = 'avg'
76.7948 	EXP 	window1: blendMode = 'avg'
76.8031 	EXP 	window1: blendMode = 'avg'
76.8115 	EXP 	window1: blendMode = 'avg'
76.8198 	EXP 	window1: blendMode = 'avg'
76.8282 	EXP 	window1: blendMode = 'avg'
76.8365 	EXP 	window1: blendMode = 'avg'
76.8448 	EXP 	window1: blendMode = 'avg'
76.8532 	EXP 	window1: blendMode = 'avg'
76.8615 	EXP 	window1: blendMode = 'avg'
76.8699 	EXP 	window1: blendMode = 'avg'
76.8782 	EXP 	window1: blendMode = 'avg'
76.8865 	EXP 	window1: blendMode = 'avg'
76.8948 	EXP 	window1: blendMode = 'avg'
76.9032 	EXP 	window1: blendMode = 'avg'
76.9115 	EXP 	window1: blendMode = 'avg'
76.9198 	EXP 	window1: blendMode = 'avg'
76.9282 	EXP 	window1: blendMode = 'avg'
76.9365 	EXP 	window1: blendMode = 'avg'
76.9449 	EXP 	window1: blendMode = 'avg'
76.9532 	EXP 	window1: blendMode = 'avg'
76.9615 	EXP 	window1: blendMode = 'avg'
76.9700 	EXP 	window1: blendMode = 'avg'
76.9782 	EXP 	window1: blendMode = 'avg'
76.9865 	EXP 	window1: blendMode = 'avg'
76.9949 	EXP 	window1: blendMode = 'avg'
77.0032 	EXP 	window1: blendMode = 'avg'
77.0115 	EXP 	window1: blendMode = 'avg'
77.0199 	EXP 	window1: blendMode = 'avg'
77.0282 	EXP 	window1: blendMode = 'avg'
77.0365 	EXP 	window1: blendMode = 'avg'
77.0449 	EXP 	window1: blendMode = 'avg'
77.0532 	EXP 	window1: blendMode = 'avg'
77.0615 	EXP 	window1: blendMode = 'avg'
77.0698 	EXP 	window1: blendMode = 'avg'
77.0782 	EXP 	window1: blendMode = 'avg'
77.0865 	EXP 	window1: blendMode = 'avg'
77.0949 	EXP 	window1: blendMode = 'avg'
77.1032 	EXP 	window1: blendMode = 'avg'
77.1116 	EXP 	window1: blendMode = 'avg'
77.1199 	EXP 	window1: blendMode = 'avg'
77.1282 	EXP 	window1: blendMode = 'avg'
77.1365 	EXP 	window1: blendMode = 'avg'
77.1449 	EXP 	window1: blendMode = 'avg'
77.1532 	EXP 	window1: blendMode = 'avg'
77.1615 	EXP 	window1: blendMode = 'avg'
77.1699 	EXP 	window1: blendMode = 'avg'
77.1783 	EXP 	window1: blendMode = 'avg'
77.1866 	EXP 	window1: blendMode = 'avg'
77.1949 	EXP 	window1: blendMode = 'avg'
77.2032 	EXP 	window1: blendMode = 'avg'
77.2116 	EXP 	window1: blendMode = 'avg'
77.2199 	EXP 	window1: blendMode = 'avg'
77.2283 	EXP 	window1: blendMode = 'avg'
77.2365 	EXP 	window1: blendMode = 'avg'
77.2449 	EXP 	window1: blendMode = 'avg'
77.2532 	EXP 	window1: blendMode = 'avg'
77.2615 	EXP 	window1: blendMode = 'avg'
77.2699 	EXP 	window1: blendMode = 'avg'
77.2782 	EXP 	window1: blendMode = 'avg'
77.2866 	EXP 	window1: blendMode = 'avg'
77.2949 	EXP 	window1: blendMode = 'avg'
77.3033 	EXP 	window1: blendMode = 'avg'
77.3116 	EXP 	window1: blendMode = 'avg'
77.3199 	EXP 	window1: blendMode = 'avg'
77.3282 	EXP 	window1: blendMode = 'avg'
77.3365 	EXP 	window1: blendMode = 'avg'
77.3449 	EXP 	window1: blendMode = 'avg'
77.3532 	EXP 	window1: blendMode = 'avg'
77.3615 	EXP 	window1: blendMode = 'avg'
77.3699 	EXP 	window1: blendMode = 'avg'
77.3782 	EXP 	window1: blendMode = 'avg'
77.3866 	EXP 	window1: blendMode = 'avg'
77.3949 	EXP 	window1: blendMode = 'avg'
77.4032 	EXP 	window1: blendMode = 'avg'
77.4116 	EXP 	window1: blendMode = 'avg'
77.4199 	EXP 	window1: blendMode = 'avg'
77.4282 	EXP 	window1: blendMode = 'avg'
77.4366 	EXP 	window1: blendMode = 'avg'
77.4449 	EXP 	window1: blendMode = 'avg'
77.4532 	EXP 	window1: blendMode = 'avg'
77.4616 	EXP 	window1: blendMode = 'avg'
77.4702 	EXP 	window1: blendMode = 'avg'
77.4783 	EXP 	window1: blendMode = 'avg'
77.4866 	EXP 	window1: blendMode = 'avg'
77.4950 	EXP 	window1: blendMode = 'avg'
77.5033 	EXP 	window1: blendMode = 'avg'
77.5116 	EXP 	window1: blendMode = 'avg'
77.5199 	EXP 	window1: blendMode = 'avg'
77.5283 	EXP 	window1: blendMode = 'avg'
77.5366 	EXP 	window1: blendMode = 'avg'
77.5449 	EXP 	window1: blendMode = 'avg'
77.5532 	EXP 	window1: blendMode = 'avg'
77.5616 	EXP 	window1: blendMode = 'avg'
77.5699 	EXP 	window1: blendMode = 'avg'
77.5783 	EXP 	window1: blendMode = 'avg'
77.5866 	EXP 	window1: blendMode = 'avg'
77.5949 	EXP 	window1: blendMode = 'avg'
77.6033 	EXP 	window1: blendMode = 'avg'
77.6116 	EXP 	window1: blendMode = 'avg'
77.6199 	EXP 	window1: blendMode = 'avg'
77.6283 	EXP 	window1: blendMode = 'avg'
77.6366 	EXP 	window1: blendMode = 'avg'
77.6449 	EXP 	window1: blendMode = 'avg'
77.6533 	EXP 	window1: blendMode = 'avg'
77.6616 	EXP 	window1: blendMode = 'avg'
77.6699 	EXP 	window1: blendMode = 'avg'
77.6783 	EXP 	window1: blendMode = 'avg'
77.6866 	EXP 	window1: blendMode = 'avg'
77.6950 	EXP 	window1: blendMode = 'avg'
77.7033 	EXP 	window1: blendMode = 'avg'
77.7117 	EXP 	window1: blendMode = 'avg'
77.7200 	EXP 	window1: blendMode = 'avg'
77.7283 	EXP 	window1: blendMode = 'avg'
77.7366 	EXP 	window1: blendMode = 'avg'
77.7451 	EXP 	window1: blendMode = 'avg'
77.7533 	EXP 	window1: blendMode = 'avg'
77.7616 	EXP 	window1: blendMode = 'avg'
77.7699 	EXP 	window1: blendMode = 'avg'
77.7783 	EXP 	window1: blendMode = 'avg'
77.7866 	EXP 	window1: blendMode = 'avg'
77.7950 	EXP 	window1: blendMode = 'avg'
77.8033 	EXP 	window1: blendMode = 'avg'
77.8116 	EXP 	window1: blendMode = 'avg'
77.8200 	EXP 	window1: blendMode = 'avg'
77.8283 	EXP 	window1: blendMode = 'avg'
77.8367 	EXP 	window1: blendMode = 'avg'
77.8450 	EXP 	window1: blendMode = 'avg'
77.8533 	EXP 	window1: blendMode = 'avg'
77.8616 	EXP 	window1: blendMode = 'avg'
77.8701 	EXP 	window1: blendMode = 'avg'
77.8783 	EXP 	window1: blendMode = 'avg'
77.8867 	EXP 	window1: blendMode = 'avg'
77.8950 	EXP 	window1: blendMode = 'avg'
77.9033 	EXP 	window1: blendMode = 'avg'
77.9116 	EXP 	window1: blendMode = 'avg'
77.9200 	EXP 	window1: blendMode = 'avg'
77.9283 	EXP 	window1: blendMode = 'avg'
77.9367 	EXP 	window1: blendMode = 'avg'
77.9450 	EXP 	window1: blendMode = 'avg'
77.9533 	EXP 	window1: blendMode = 'avg'
77.9617 	EXP 	window1: blendMode = 'avg'
77.9701 	EXP 	window1: blendMode = 'avg'
77.9784 	EXP 	window1: blendMode = 'avg'
77.9867 	EXP 	window1: blendMode = 'avg'
77.9950 	EXP 	window1: blendMode = 'avg'
78.0034 	EXP 	window1: blendMode = 'avg'
78.0117 	EXP 	window1: blendMode = 'avg'
78.0200 	EXP 	window1: blendMode = 'avg'
78.0283 	EXP 	window1: blendMode = 'avg'
78.0367 	EXP 	window1: blendMode = 'avg'
78.0450 	EXP 	window1: blendMode = 'avg'
78.0534 	EXP 	window1: blendMode = 'avg'
78.0617 	EXP 	window1: blendMode = 'avg'
78.0700 	EXP 	window1: blendMode = 'avg'
78.0784 	EXP 	window1: blendMode = 'avg'
78.0867 	EXP 	window1: blendMode = 'avg'
78.0950 	EXP 	window1: blendMode = 'avg'
78.1034 	EXP 	window1: blendMode = 'avg'
78.1117 	EXP 	window1: blendMode = 'avg'
78.1200 	EXP 	window1: blendMode = 'avg'
78.1284 	EXP 	window1: blendMode = 'avg'
78.1367 	EXP 	window1: blendMode = 'avg'
78.1450 	EXP 	window1: blendMode = 'avg'
78.1534 	EXP 	window1: blendMode = 'avg'
78.1617 	EXP 	window1: blendMode = 'avg'
78.1700 	EXP 	window1: blendMode = 'avg'
78.1784 	EXP 	window1: blendMode = 'avg'
78.1868 	EXP 	window1: blendMode = 'avg'
78.1951 	EXP 	window1: blendMode = 'avg'
78.2034 	EXP 	window1: blendMode = 'avg'
78.2035 	EXP 	Sound  stopped
78.2112 	EXP 	Imported visual_run4_2.xlsx as conditions, 48 conditions, 6 params
78.2115 	EXP 	Created sequence: sequential, trialTypes=48, nReps=1, seed=None
78.2118 	EXP 	New trial (rep=0, index=0): {'word': 0, 'location': 1, 'image': u'L.png', 'repetition': 1, 'trialnum': 145, 'condition': u'R'}
78.2190 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
78.2190 	EXP 	l_block_trial_image: image = u'L.png'
78.2190 	EXP 	l_block_trial_image: autoDraw = True
79.0117 	EXP 	l_block_trial_blank: autoDraw = True
79.0283 	EXP 	l_block_trial_image: autoDraw = False
79.2121 	EXP 	New trial (rep=0, index=1): {'word': 0, 'location': 2, 'image': u'B.png', 'repetition': 1, 'trialnum': 146, 'condition': u'R'}
79.2201 	EXP 	l_block_trial_image: autoDraw = False
79.2201 	EXP 	l_block_trial_blank: autoDraw = False
79.2201 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
79.2201 	EXP 	l_block_trial_image: image = u'B.png'
79.2201 	EXP 	l_block_trial_image: autoDraw = True
80.0119 	EXP 	l_block_trial_blank: autoDraw = True
80.0285 	EXP 	l_block_trial_image: autoDraw = False
80.2039 	EXP 	New trial (rep=0, index=2): {'word': 0, 'location': 3, 'image': u'J.png', 'repetition': 1, 'trialnum': 147, 'condition': u'R'}
80.2119 	EXP 	l_block_trial_image: autoDraw = False
80.2119 	EXP 	l_block_trial_blank: autoDraw = False
80.2119 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
80.2119 	EXP 	l_block_trial_image: image = u'J.png'
80.2119 	EXP 	l_block_trial_image: autoDraw = True
81.0037 	EXP 	l_block_trial_blank: autoDraw = True
81.0204 	EXP 	l_block_trial_image: autoDraw = False
81.2041 	EXP 	New trial (rep=0, index=3): {'word': 0, 'location': 1, 'image': u'B.png', 'repetition': 1, 'trialnum': 148, 'condition': u'R'}
81.2121 	EXP 	l_block_trial_image: autoDraw = False
81.2121 	EXP 	l_block_trial_blank: autoDraw = False
81.2121 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
81.2121 	EXP 	l_block_trial_image: image = u'B.png'
81.2121 	EXP 	l_block_trial_image: autoDraw = True
82.0040 	EXP 	l_block_trial_blank: autoDraw = True
82.0206 	EXP 	l_block_trial_image: autoDraw = False
82.2043 	EXP 	New trial (rep=0, index=4): {'word': 0, 'location': 2, 'image': u'L.png', 'repetition': 1, 'trialnum': 149, 'condition': u'R'}
82.2123 	EXP 	l_block_trial_image: autoDraw = False
82.2123 	EXP 	l_block_trial_blank: autoDraw = False
82.2123 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
82.2123 	EXP 	l_block_trial_image: image = u'L.png'
82.2123 	EXP 	l_block_trial_image: autoDraw = True
83.0041 	EXP 	l_block_trial_blank: autoDraw = True
83.0208 	EXP 	l_block_trial_image: autoDraw = False
83.2046 	EXP 	New trial (rep=0, index=5): {'word': 0, 'location': 3, 'image': u'A.png', 'repetition': 1, 'trialnum': 150, 'condition': u'R'}
83.2124 	EXP 	l_block_trial_image: autoDraw = False
83.2124 	EXP 	l_block_trial_blank: autoDraw = False
83.2124 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
83.2124 	EXP 	l_block_trial_image: image = u'A.png'
83.2124 	EXP 	l_block_trial_image: autoDraw = True
84.0043 	EXP 	l_block_trial_blank: autoDraw = True
84.0210 	EXP 	l_block_trial_image: autoDraw = False
84.2046 	EXP 	New trial (rep=0, index=6): {'word': 0, 'location': 1, 'image': u'H.png', 'repetition': 1, 'trialnum': 151, 'condition': u'R'}
84.2126 	EXP 	l_block_trial_image: autoDraw = False
84.2126 	EXP 	l_block_trial_blank: autoDraw = False
84.2126 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
84.2126 	EXP 	l_block_trial_image: image = u'H.png'
84.2126 	EXP 	l_block_trial_image: autoDraw = True
85.0044 	EXP 	l_block_trial_blank: autoDraw = True
85.0211 	EXP 	l_block_trial_image: autoDraw = False
85.2048 	EXP 	New trial (rep=0, index=7): {'word': 0, 'location': 2, 'image': u'M.png', 'repetition': 1, 'trialnum': 152, 'condition': u'R'}
85.2128 	EXP 	l_block_trial_image: autoDraw = False
85.2128 	EXP 	l_block_trial_blank: autoDraw = False
85.2128 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
85.2128 	EXP 	l_block_trial_image: image = u'M.png'
85.2128 	EXP 	l_block_trial_image: autoDraw = True
85.4881 	DATA 	Keypress: 3
86.0046 	EXP 	l_block_trial_blank: autoDraw = True
86.0213 	EXP 	l_block_trial_image: autoDraw = False
86.2051 	EXP 	New trial (rep=0, index=8): {'word': 0, 'location': 3, 'image': u'F.png', 'repetition': 1, 'trialnum': 153, 'condition': u'R'}
86.2130 	EXP 	l_block_trial_image: autoDraw = False
86.2130 	EXP 	l_block_trial_blank: autoDraw = False
86.2130 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
86.2130 	EXP 	l_block_trial_image: image = u'F.png'
86.2130 	EXP 	l_block_trial_image: autoDraw = True
87.0048 	EXP 	l_block_trial_blank: autoDraw = True
87.0215 	EXP 	l_block_trial_image: autoDraw = False
87.2052 	EXP 	New trial (rep=0, index=9): {'word': 0, 'location': 1, 'image': u'E.png', 'repetition': 1, 'trialnum': 154, 'condition': u'R'}
87.2132 	EXP 	l_block_trial_image: autoDraw = False
87.2132 	EXP 	l_block_trial_blank: autoDraw = False
87.2132 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
87.2132 	EXP 	l_block_trial_image: image = u'E.png'
87.2132 	EXP 	l_block_trial_image: autoDraw = True
88.0050 	EXP 	l_block_trial_blank: autoDraw = True
88.0217 	EXP 	l_block_trial_image: autoDraw = False
88.2054 	EXP 	New trial (rep=0, index=10): {'word': 0, 'location': 2, 'image': u'B.png', 'repetition': 1, 'trialnum': 155, 'condition': u'R'}
88.2134 	EXP 	l_block_trial_image: autoDraw = False
88.2134 	EXP 	l_block_trial_blank: autoDraw = False
88.2134 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
88.2134 	EXP 	l_block_trial_image: image = u'B.png'
88.2134 	EXP 	l_block_trial_image: autoDraw = True
89.0052 	EXP 	l_block_trial_blank: autoDraw = True
89.0218 	EXP 	l_block_trial_image: autoDraw = False
89.2055 	EXP 	New trial (rep=0, index=11): {'word': 0, 'location': 3, 'image': u'C.png', 'repetition': 1, 'trialnum': 156, 'condition': u'R'}
89.2135 	EXP 	l_block_trial_image: autoDraw = False
89.2135 	EXP 	l_block_trial_blank: autoDraw = False
89.2135 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
89.2135 	EXP 	l_block_trial_image: image = u'C.png'
89.2135 	EXP 	l_block_trial_image: autoDraw = True
90.0054 	EXP 	l_block_trial_blank: autoDraw = True
90.0220 	EXP 	l_block_trial_image: autoDraw = False
90.2057 	EXP 	New trial (rep=0, index=12): {'word': 0, 'location': 1, 'image': u'K.png', 'repetition': 1, 'trialnum': 157, 'condition': u'R'}
90.2138 	EXP 	l_block_trial_image: autoDraw = False
90.2138 	EXP 	l_block_trial_blank: autoDraw = False
90.2138 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
90.2138 	EXP 	l_block_trial_image: image = u'K.png'
90.2138 	EXP 	l_block_trial_image: autoDraw = True
91.0055 	EXP 	l_block_trial_blank: autoDraw = True
91.0222 	EXP 	l_block_trial_image: autoDraw = False
91.2059 	EXP 	New trial (rep=0, index=13): {'word': 0, 'location': 2, 'image': u'A.png', 'repetition': 1, 'trialnum': 158, 'condition': u'R'}
91.2140 	EXP 	l_block_trial_image: autoDraw = False
91.2140 	EXP 	l_block_trial_blank: autoDraw = False
91.2140 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
91.2140 	EXP 	l_block_trial_image: image = u'A.png'
91.2140 	EXP 	l_block_trial_image: autoDraw = True
92.0057 	EXP 	l_block_trial_blank: autoDraw = True
92.0224 	EXP 	l_block_trial_image: autoDraw = False
92.2061 	EXP 	New trial (rep=0, index=14): {'word': 0, 'location': 3, 'image': u'F.png', 'repetition': 1, 'trialnum': 159, 'condition': u'R'}
92.2141 	EXP 	l_block_trial_image: autoDraw = False
92.2141 	EXP 	l_block_trial_blank: autoDraw = False
92.2141 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
92.2141 	EXP 	l_block_trial_image: image = u'F.png'
92.2141 	EXP 	l_block_trial_image: autoDraw = True
93.0059 	EXP 	l_block_trial_blank: autoDraw = True
93.0226 	EXP 	l_block_trial_image: autoDraw = False
93.2063 	EXP 	New trial (rep=0, index=15): {'word': 0, 'location': 1, 'image': u'M.png', 'repetition': 1, 'trialnum': 160, 'condition': u'R'}
93.2143 	EXP 	l_block_trial_image: autoDraw = False
93.2143 	EXP 	l_block_trial_blank: autoDraw = False
93.2143 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
93.2143 	EXP 	l_block_trial_image: image = u'M.png'
93.2143 	EXP 	l_block_trial_image: autoDraw = True
94.0061 	EXP 	l_block_trial_blank: autoDraw = True
94.0227 	EXP 	l_block_trial_image: autoDraw = False
94.2064 	EXP 	New trial (rep=0, index=16): {'word': 0, 'location': 2, 'image': u'G.png', 'repetition': 1, 'trialnum': 161, 'condition': u'R'}
94.2145 	EXP 	l_block_trial_image: autoDraw = False
94.2145 	EXP 	l_block_trial_blank: autoDraw = False
94.2145 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
94.2145 	EXP 	l_block_trial_image: image = u'G.png'
94.2145 	EXP 	l_block_trial_image: autoDraw = True
95.0063 	EXP 	l_block_trial_blank: autoDraw = True
95.0229 	EXP 	l_block_trial_image: autoDraw = False
95.2067 	EXP 	New trial (rep=0, index=17): {'word': 0, 'location': 3, 'image': u'E.png', 'repetition': 1, 'trialnum': 162, 'condition': u'R'}
95.2146 	EXP 	l_block_trial_image: autoDraw = False
95.2146 	EXP 	l_block_trial_blank: autoDraw = False
95.2146 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
95.2146 	EXP 	l_block_trial_image: image = u'E.png'
95.2146 	EXP 	l_block_trial_image: autoDraw = True
96.0065 	EXP 	l_block_trial_blank: autoDraw = True
96.0231 	EXP 	l_block_trial_image: autoDraw = False
96.2068 	EXP 	New trial (rep=0, index=18): {'word': 0, 'location': 1, 'image': u'D.png', 'repetition': 1, 'trialnum': 163, 'condition': u'R'}
96.2148 	EXP 	l_block_trial_image: autoDraw = False
96.2148 	EXP 	l_block_trial_blank: autoDraw = False
96.2148 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
96.2148 	EXP 	l_block_trial_image: image = u'D.png'
96.2148 	EXP 	l_block_trial_image: autoDraw = True
97.0066 	EXP 	l_block_trial_blank: autoDraw = True
97.0233 	EXP 	l_block_trial_image: autoDraw = False
97.2070 	EXP 	New trial (rep=0, index=19): {'word': 0, 'location': 2, 'image': u'M.png', 'repetition': 1, 'trialnum': 164, 'condition': u'R'}
97.2150 	EXP 	l_block_trial_image: autoDraw = False
97.2150 	EXP 	l_block_trial_blank: autoDraw = False
97.2150 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
97.2150 	EXP 	l_block_trial_image: image = u'M.png'
97.2150 	EXP 	l_block_trial_image: autoDraw = True
98.0068 	EXP 	l_block_trial_blank: autoDraw = True
98.0235 	EXP 	l_block_trial_image: autoDraw = False
98.2072 	EXP 	New trial (rep=0, index=20): {'word': 0, 'location': 3, 'image': u'H.png', 'repetition': 1, 'trialnum': 165, 'condition': u'R'}
98.2152 	EXP 	l_block_trial_image: autoDraw = False
98.2152 	EXP 	l_block_trial_blank: autoDraw = False
98.2152 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
98.2152 	EXP 	l_block_trial_image: image = u'H.png'
98.2152 	EXP 	l_block_trial_image: autoDraw = True
98.7655 	DATA 	Keypress: 3
99.0070 	EXP 	l_block_trial_blank: autoDraw = True
99.0237 	EXP 	l_block_trial_image: autoDraw = False
99.2074 	EXP 	New trial (rep=0, index=21): {'word': 0, 'location': 1, 'image': u'K.png', 'repetition': 1, 'trialnum': 166, 'condition': u'R'}
99.2154 	EXP 	l_block_trial_image: autoDraw = False
99.2154 	EXP 	l_block_trial_blank: autoDraw = False
99.2154 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
99.2154 	EXP 	l_block_trial_image: image = u'K.png'
99.2154 	EXP 	l_block_trial_image: autoDraw = True
100.0072 	EXP 	l_block_trial_blank: autoDraw = True
100.0238 	EXP 	l_block_trial_image: autoDraw = False
100.2076 	EXP 	New trial (rep=0, index=22): {'word': 0, 'location': 2, 'image': u'K.png', 'repetition': 1, 'trialnum': 167, 'condition': u'R'}
100.2155 	EXP 	l_block_trial_image: autoDraw = False
100.2155 	EXP 	l_block_trial_blank: autoDraw = False
100.2155 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
100.2155 	EXP 	l_block_trial_image: image = u'K.png'
100.2155 	EXP 	l_block_trial_image: autoDraw = True
101.0073 	EXP 	l_block_trial_blank: autoDraw = True
101.0240 	EXP 	l_block_trial_image: autoDraw = False
101.2077 	EXP 	New trial (rep=0, index=23): {'word': 0, 'location': 3, 'image': u'J.png', 'repetition': 1, 'trialnum': 168, 'condition': u'R'}
101.2157 	EXP 	l_block_trial_image: autoDraw = False
101.2157 	EXP 	l_block_trial_blank: autoDraw = False
101.2157 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
101.2157 	EXP 	l_block_trial_image: image = u'J.png'
101.2157 	EXP 	l_block_trial_image: autoDraw = True
102.0076 	EXP 	l_block_trial_blank: autoDraw = True
102.0242 	EXP 	l_block_trial_image: autoDraw = False
102.2079 	EXP 	New trial (rep=0, index=24): {'word': 0, 'location': 1, 'image': u'A.png', 'repetition': 1, 'trialnum': 169, 'condition': u'R'}
102.2159 	EXP 	l_block_trial_image: autoDraw = False
102.2159 	EXP 	l_block_trial_blank: autoDraw = False
102.2159 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
102.2159 	EXP 	l_block_trial_image: image = u'A.png'
102.2159 	EXP 	l_block_trial_image: autoDraw = True
103.0078 	EXP 	l_block_trial_blank: autoDraw = True
103.0244 	EXP 	l_block_trial_image: autoDraw = False
103.2081 	EXP 	New trial (rep=0, index=25): {'word': 0, 'location': 2, 'image': u'H.png', 'repetition': 1, 'trialnum': 170, 'condition': u'R'}
103.2161 	EXP 	l_block_trial_image: autoDraw = False
103.2161 	EXP 	l_block_trial_blank: autoDraw = False
103.2161 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
103.2161 	EXP 	l_block_trial_image: image = u'H.png'
103.2161 	EXP 	l_block_trial_image: autoDraw = True
103.6752 	DATA 	Keypress: 3
104.0079 	EXP 	l_block_trial_blank: autoDraw = True
104.0246 	EXP 	l_block_trial_image: autoDraw = False
104.2084 	EXP 	New trial (rep=0, index=26): {'word': 0, 'location': 3, 'image': u'G.png', 'repetition': 1, 'trialnum': 171, 'condition': u'R'}
104.2163 	EXP 	l_block_trial_image: autoDraw = False
104.2163 	EXP 	l_block_trial_blank: autoDraw = False
104.2163 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
104.2163 	EXP 	l_block_trial_image: image = u'G.png'
104.2163 	EXP 	l_block_trial_image: autoDraw = True
105.0081 	EXP 	l_block_trial_blank: autoDraw = True
105.0248 	EXP 	l_block_trial_image: autoDraw = False
