11.0016 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?
426.5337 	EXP 	window1: blendMode = 'avg'
426.5420 	EXP 	window1: blendMode = 'avg'
426.5503 	EXP 	window1: blendMode = 'avg'
426.5587 	EXP 	window1: blendMode = 'avg'
426.5670 	EXP 	window1: blendMode = 'avg'
426.5753 	EXP 	window1: blendMode = 'avg'
426.5837 	EXP 	window1: blendMode = 'avg'
426.5921 	EXP 	window1: blendMode = 'avg'
426.6004 	EXP 	window1: blendMode = 'avg'
426.6087 	EXP 	window1: blendMode = 'avg'
426.6170 	EXP 	window1: blendMode = 'avg'
426.6254 	EXP 	window1: blendMode = 'avg'
426.6337 	EXP 	window1: blendMode = 'avg'
426.6421 	EXP 	window1: blendMode = 'avg'
426.6504 	EXP 	window1: blendMode = 'avg'
426.6587 	EXP 	window1: blendMode = 'avg'
426.6670 	EXP 	window1: blendMode = 'avg'
426.6754 	EXP 	window1: blendMode = 'avg'
426.6837 	EXP 	window1: blendMode = 'avg'
426.6921 	EXP 	window1: blendMode = 'avg'
426.7004 	EXP 	window1: blendMode = 'avg'
426.7088 	EXP 	window1: blendMode = 'avg'
426.7170 	EXP 	window1: blendMode = 'avg'
426.7254 	EXP 	window1: blendMode = 'avg'
426.7337 	EXP 	window1: blendMode = 'avg'
426.7421 	EXP 	window1: blendMode = 'avg'
426.7504 	EXP 	window1: blendMode = 'avg'
426.7588 	EXP 	window1: blendMode = 'avg'
426.7672 	EXP 	window1: blendMode = 'avg'
426.7755 	EXP 	window1: blendMode = 'avg'
426.7837 	EXP 	window1: blendMode = 'avg'
426.7921 	EXP 	window1: blendMode = 'avg'
426.8005 	EXP 	window1: blendMode = 'avg'
426.8088 	EXP 	window1: blendMode = 'avg'
426.8170 	EXP 	window1: blendMode = 'avg'
426.8254 	EXP 	window1: blendMode = 'avg'
426.8338 	EXP 	window1: blendMode = 'avg'
426.8421 	EXP 	window1: blendMode = 'avg'
426.8504 	EXP 	window1: blendMode = 'avg'
426.8588 	EXP 	window1: blendMode = 'avg'
426.8671 	EXP 	window1: blendMode = 'avg'
426.8754 	EXP 	window1: blendMode = 'avg'
426.8837 	EXP 	window1: blendMode = 'avg'
426.8921 	EXP 	window1: blendMode = 'avg'
426.9004 	EXP 	window1: blendMode = 'avg'
426.9088 	EXP 	window1: blendMode = 'avg'
426.9172 	EXP 	window1: blendMode = 'avg'
426.9254 	EXP 	window1: blendMode = 'avg'
426.9337 	EXP 	window1: blendMode = 'avg'
426.9421 	EXP 	window1: blendMode = 'avg'
426.9504 	EXP 	window1: blendMode = 'avg'
426.9588 	EXP 	window1: blendMode = 'avg'
426.9671 	EXP 	window1: blendMode = 'avg'
426.9754 	EXP 	window1: blendMode = 'avg'
426.9838 	EXP 	window1: blendMode = 'avg'
426.9921 	EXP 	window1: blendMode = 'avg'
427.0004 	EXP 	window1: blendMode = 'avg'
427.0088 	EXP 	window1: blendMode = 'avg'
427.0171 	EXP 	window1: blendMode = 'avg'
427.0254 	EXP 	window1: blendMode = 'avg'
427.0338 	EXP 	window1: blendMode = 'avg'
427.0422 	EXP 	window1: blendMode = 'avg'
427.0505 	EXP 	window1: blendMode = 'avg'
427.0588 	EXP 	window1: blendMode = 'avg'
427.0672 	EXP 	window1: blendMode = 'avg'
427.0755 	EXP 	window1: blendMode = 'avg'
427.0838 	EXP 	window1: blendMode = 'avg'
427.0922 	EXP 	window1: blendMode = 'avg'
427.1005 	EXP 	window1: blendMode = 'avg'
427.1088 	EXP 	window1: blendMode = 'avg'
427.1172 	EXP 	window1: blendMode = 'avg'
427.1255 	EXP 	window1: blendMode = 'avg'
427.1338 	EXP 	window1: blendMode = 'avg'
427.1422 	EXP 	window1: blendMode = 'avg'
427.1505 	EXP 	window1: blendMode = 'avg'
427.1588 	EXP 	window1: blendMode = 'avg'
427.1671 	EXP 	window1: blendMode = 'avg'
427.1756 	EXP 	window1: blendMode = 'avg'
427.1839 	EXP 	window1: blendMode = 'avg'
427.1922 	EXP 	window1: blendMode = 'avg'
427.2005 	EXP 	window1: blendMode = 'avg'
427.2088 	EXP 	window1: blendMode = 'avg'
427.2171 	EXP 	window1: blendMode = 'avg'
427.2255 	EXP 	window1: blendMode = 'avg'
427.2338 	EXP 	window1: blendMode = 'avg'
427.2422 	EXP 	window1: blendMode = 'avg'
427.2505 	EXP 	window1: blendMode = 'avg'
427.2588 	EXP 	window1: blendMode = 'avg'
427.2673 	EXP 	window1: blendMode = 'avg'
427.2756 	EXP 	window1: blendMode = 'avg'
427.2840 	EXP 	window1: blendMode = 'avg'
427.2922 	EXP 	window1: blendMode = 'avg'
427.3005 	EXP 	window1: blendMode = 'avg'
427.3089 	EXP 	window1: blendMode = 'avg'
427.3172 	EXP 	window1: blendMode = 'avg'
427.3256 	EXP 	window1: blendMode = 'avg'
427.3339 	EXP 	window1: blendMode = 'avg'
427.3423 	EXP 	window1: blendMode = 'avg'
427.3505 	EXP 	window1: blendMode = 'avg'
427.3589 	EXP 	window1: blendMode = 'avg'
427.3672 	EXP 	window1: blendMode = 'avg'
427.3756 	EXP 	window1: blendMode = 'avg'
427.3839 	EXP 	window1: blendMode = 'avg'
427.3922 	EXP 	window1: blendMode = 'avg'
427.4006 	EXP 	window1: blendMode = 'avg'
427.4089 	EXP 	window1: blendMode = 'avg'
427.4172 	EXP 	window1: blendMode = 'avg'
427.4255 	EXP 	window1: blendMode = 'avg'
427.4339 	EXP 	window1: blendMode = 'avg'
427.4422 	EXP 	window1: blendMode = 'avg'
427.4506 	EXP 	window1: blendMode = 'avg'
427.4589 	EXP 	window1: blendMode = 'avg'
427.4672 	EXP 	window1: blendMode = 'avg'
427.4756 	EXP 	window1: blendMode = 'avg'
427.4839 	EXP 	window1: blendMode = 'avg'
427.4922 	EXP 	window1: blendMode = 'avg'
427.5006 	EXP 	window1: blendMode = 'avg'
427.5089 	EXP 	window1: blendMode = 'avg'
427.5172 	EXP 	window1: blendMode = 'avg'
427.5256 	EXP 	window1: blendMode = 'avg'
427.5339 	EXP 	window1: blendMode = 'avg'
427.5422 	EXP 	window1: blendMode = 'avg'
427.5506 	EXP 	window1: blendMode = 'avg'
427.5589 	EXP 	window1: blendMode = 'avg'
427.5672 	EXP 	window1: blendMode = 'avg'
427.5756 	EXP 	window1: blendMode = 'avg'
427.5839 	EXP 	window1: blendMode = 'avg'
427.5922 	EXP 	window1: blendMode = 'avg'
427.6006 	EXP 	window1: blendMode = 'avg'
427.6089 	EXP 	window1: blendMode = 'avg'
427.6172 	EXP 	window1: blendMode = 'avg'
427.6256 	EXP 	window1: blendMode = 'avg'
427.6340 	EXP 	window1: blendMode = 'avg'
427.6422 	EXP 	window1: blendMode = 'avg'
427.6506 	EXP 	window1: blendMode = 'avg'
427.6589 	EXP 	window1: blendMode = 'avg'
427.6672 	EXP 	window1: blendMode = 'avg'
427.6756 	EXP 	window1: blendMode = 'avg'
427.6839 	EXP 	window1: blendMode = 'avg'
427.6923 	EXP 	window1: blendMode = 'avg'
427.7006 	EXP 	window1: blendMode = 'avg'
427.7089 	EXP 	window1: blendMode = 'avg'
427.7173 	EXP 	window1: blendMode = 'avg'
427.7256 	EXP 	window1: blendMode = 'avg'
427.7339 	EXP 	window1: blendMode = 'avg'
427.7423 	EXP 	window1: blendMode = 'avg'
427.7506 	EXP 	window1: blendMode = 'avg'
427.7589 	EXP 	window1: blendMode = 'avg'
427.7673 	EXP 	window1: blendMode = 'avg'
427.7758 	EXP 	window1: blendMode = 'avg'
427.7840 	EXP 	window1: blendMode = 'avg'
427.7923 	EXP 	window1: blendMode = 'avg'
427.8006 	EXP 	window1: blendMode = 'avg'
427.8089 	EXP 	window1: blendMode = 'avg'
427.8172 	EXP 	window1: blendMode = 'avg'
427.8256 	EXP 	window1: blendMode = 'avg'
427.8339 	EXP 	window1: blendMode = 'avg'
427.8423 	EXP 	window1: blendMode = 'avg'
427.8506 	EXP 	window1: blendMode = 'avg'
427.8589 	EXP 	window1: blendMode = 'avg'
427.8673 	EXP 	window1: blendMode = 'avg'
427.8756 	EXP 	window1: blendMode = 'avg'
427.8839 	EXP 	window1: blendMode = 'avg'
427.8923 	EXP 	window1: blendMode = 'avg'
427.9006 	EXP 	window1: blendMode = 'avg'
427.9089 	EXP 	window1: blendMode = 'avg'
427.9173 	EXP 	window1: blendMode = 'avg'
427.9256 	EXP 	window1: blendMode = 'avg'
427.9339 	EXP 	window1: blendMode = 'avg'
427.9423 	EXP 	window1: blendMode = 'avg'
427.9506 	EXP 	window1: blendMode = 'avg'
427.9589 	EXP 	window1: blendMode = 'avg'
427.9672 	EXP 	window1: blendMode = 'avg'
427.9756 	EXP 	window1: blendMode = 'avg'
427.9840 	EXP 	window1: blendMode = 'avg'
427.9923 	EXP 	window1: blendMode = 'avg'
428.0006 	EXP 	window1: blendMode = 'avg'
428.0090 	EXP 	window1: blendMode = 'avg'
428.0173 	EXP 	window1: blendMode = 'avg'
428.0256 	EXP 	window1: blendMode = 'avg'
428.0339 	EXP 	window1: blendMode = 'avg'
428.0423 	EXP 	window1: blendMode = 'avg'
428.0506 	EXP 	window1: blendMode = 'avg'
428.0590 	EXP 	window1: blendMode = 'avg'
428.0673 	EXP 	window1: blendMode = 'avg'
428.0756 	EXP 	window1: blendMode = 'avg'
428.0840 	EXP 	window1: blendMode = 'avg'
428.0923 	EXP 	window1: blendMode = 'avg'
428.1006 	EXP 	window1: blendMode = 'avg'
428.1090 	EXP 	window1: blendMode = 'avg'
428.1173 	EXP 	window1: blendMode = 'avg'
428.1256 	EXP 	window1: blendMode = 'avg'
428.1340 	EXP 	window1: blendMode = 'avg'
428.1423 	EXP 	window1: blendMode = 'avg'
428.1506 	EXP 	window1: blendMode = 'avg'
428.1590 	EXP 	window1: blendMode = 'avg'
428.1673 	EXP 	window1: blendMode = 'avg'
428.1756 	EXP 	window1: blendMode = 'avg'
428.1840 	EXP 	window1: blendMode = 'avg'
428.1923 	EXP 	window1: blendMode = 'avg'
428.2007 	EXP 	window1: blendMode = 'avg'
428.2090 	EXP 	window1: blendMode = 'avg'
428.2173 	EXP 	window1: blendMode = 'avg'
428.2257 	EXP 	window1: blendMode = 'avg'
428.2340 	EXP 	window1: blendMode = 'avg'
428.2423 	EXP 	window1: blendMode = 'avg'
428.2506 	EXP 	window1: blendMode = 'avg'
428.2590 	EXP 	window1: blendMode = 'avg'
428.2673 	EXP 	window1: blendMode = 'avg'
428.2758 	EXP 	window1: blendMode = 'avg'
428.2841 	EXP 	window1: blendMode = 'avg'
428.2924 	EXP 	window1: blendMode = 'avg'
428.3007 	EXP 	window1: blendMode = 'avg'
428.3090 	EXP 	window1: blendMode = 'avg'
428.3173 	EXP 	window1: blendMode = 'avg'
428.3257 	EXP 	window1: blendMode = 'avg'
428.3340 	EXP 	window1: blendMode = 'avg'
428.3423 	EXP 	window1: blendMode = 'avg'
428.3507 	EXP 	window1: blendMode = 'avg'
428.3590 	EXP 	window1: blendMode = 'avg'
428.3673 	EXP 	window1: blendMode = 'avg'
428.3757 	EXP 	window1: blendMode = 'avg'
428.3840 	EXP 	window1: blendMode = 'avg'
428.3923 	EXP 	window1: blendMode = 'avg'
428.4007 	EXP 	window1: blendMode = 'avg'
428.4090 	EXP 	window1: blendMode = 'avg'
428.4173 	EXP 	window1: blendMode = 'avg'
428.4257 	EXP 	window1: blendMode = 'avg'
428.4340 	EXP 	window1: blendMode = 'avg'
428.4424 	EXP 	window1: blendMode = 'avg'
428.4507 	EXP 	window1: blendMode = 'avg'
428.4590 	EXP 	window1: blendMode = 'avg'
428.4674 	EXP 	window1: blendMode = 'avg'
428.4757 	EXP 	window1: blendMode = 'avg'
428.4840 	EXP 	window1: blendMode = 'avg'
428.4924 	EXP 	window1: blendMode = 'avg'
428.5008 	EXP 	window1: blendMode = 'avg'
428.5091 	EXP 	window1: blendMode = 'avg'
428.5174 	EXP 	window1: blendMode = 'avg'
428.5257 	EXP 	window1: blendMode = 'avg'
428.5340 	EXP 	window1: blendMode = 'avg'
428.5424 	EXP 	window1: blendMode = 'avg'
428.5507 	EXP 	window1: blendMode = 'avg'
428.5591 	EXP 	window1: blendMode = 'avg'
428.5674 	EXP 	window1: blendMode = 'avg'
428.5757 	EXP 	window1: blendMode = 'avg'
428.5841 	EXP 	window1: blendMode = 'avg'
428.5924 	EXP 	window1: blendMode = 'avg'
428.6009 	EXP 	window1: blendMode = 'avg'
428.6091 	EXP 	window1: blendMode = 'avg'
428.6174 	EXP 	window1: blendMode = 'avg'
428.6257 	EXP 	window1: blendMode = 'avg'
428.6341 	EXP 	window1: blendMode = 'avg'
428.6424 	EXP 	window1: blendMode = 'avg'
428.6507 	EXP 	window1: blendMode = 'avg'
428.6591 	EXP 	window1: blendMode = 'avg'
428.6674 	EXP 	window1: blendMode = 'avg'
428.6757 	EXP 	window1: blendMode = 'avg'
428.6840 	EXP 	window1: blendMode = 'avg'
428.6924 	EXP 	window1: blendMode = 'avg'
428.7008 	EXP 	window1: blendMode = 'avg'
428.7091 	EXP 	window1: blendMode = 'avg'
428.7174 	EXP 	window1: blendMode = 'avg'
428.7257 	EXP 	window1: blendMode = 'avg'
428.7341 	EXP 	window1: blendMode = 'avg'
428.7424 	EXP 	window1: blendMode = 'avg'
428.7507 	EXP 	window1: blendMode = 'avg'
428.7591 	EXP 	window1: blendMode = 'avg'
428.7674 	EXP 	window1: blendMode = 'avg'
428.7758 	DATA 	Keypress: 3
428.7760 	EXP 	window1: blendMode = 'avg'
428.7843 	EXP 	window1: blendMode = 'avg'
428.7925 	EXP 	window1: blendMode = 'avg'
428.8008 	EXP 	window1: blendMode = 'avg'
428.8091 	EXP 	window1: blendMode = 'avg'
428.8174 	EXP 	window1: blendMode = 'avg'
428.8258 	EXP 	window1: blendMode = 'avg'
428.8341 	EXP 	window1: blendMode = 'avg'
428.8424 	EXP 	window1: blendMode = 'avg'
428.8508 	EXP 	window1: blendMode = 'avg'
428.8591 	EXP 	window1: blendMode = 'avg'
428.8674 	EXP 	window1: blendMode = 'avg'
428.8758 	EXP 	window1: blendMode = 'avg'
428.8841 	EXP 	window1: blendMode = 'avg'
428.8924 	EXP 	window1: blendMode = 'avg'
428.9008 	EXP 	window1: blendMode = 'avg'
428.9092 	EXP 	window1: blendMode = 'avg'
428.9174 	EXP 	window1: blendMode = 'avg'
428.9258 	EXP 	window1: blendMode = 'avg'
428.9341 	EXP 	window1: blendMode = 'avg'
428.9425 	EXP 	window1: blendMode = 'avg'
428.9508 	EXP 	window1: blendMode = 'avg'
428.9591 	EXP 	window1: blendMode = 'avg'
428.9674 	EXP 	window1: blendMode = 'avg'
428.9758 	EXP 	window1: blendMode = 'avg'
428.9841 	EXP 	window1: blendMode = 'avg'
428.9925 	EXP 	window1: blendMode = 'avg'
429.0008 	EXP 	window1: blendMode = 'avg'
429.0091 	EXP 	window1: blendMode = 'avg'
429.0175 	EXP 	window1: blendMode = 'avg'
429.0258 	EXP 	window1: blendMode = 'avg'
429.0341 	EXP 	window1: blendMode = 'avg'
429.0425 	EXP 	window1: blendMode = 'avg'
429.0508 	EXP 	window1: blendMode = 'avg'
429.0592 	EXP 	window1: blendMode = 'avg'
429.0675 	EXP 	window1: blendMode = 'avg'
429.0758 	EXP 	window1: blendMode = 'avg'
429.0841 	EXP 	window1: blendMode = 'avg'
429.0925 	EXP 	window1: blendMode = 'avg'
429.1008 	EXP 	window1: blendMode = 'avg'
429.1092 	EXP 	window1: blendMode = 'avg'
429.1175 	EXP 	window1: blendMode = 'avg'
429.1258 	EXP 	window1: blendMode = 'avg'
429.1341 	DATA 	Keypress: 5
429.1342 	EXP 	Sound  stopped
429.1397 	EXP 	Imported S_forced_test_2.xlsx as conditions, 16 conditions, 7 params
429.1400 	EXP 	Created sequence: random, trialTypes=16, nReps=1, seed=None
429.1403 	EXP 	New trial (rep=0, index=0): {'corrAns': 4, 'image3': u'Alien12.BMP', 'image2': u'Alien8.BMP', 'image1': u'Alien4.BMP', 'image6': u'Alien6.BMP', 'image5': u'Alien5.BMP', 'image4': u'Alien4.BMP'}
429.1461 	EXP 	pretest_instr6_text: autoDraw = False
429.1461 	EXP 	test1_image: size = array([ 0.225     ,  0.60925926])
429.1461 	EXP 	test1_image: image = u'Alien4.BMP'
429.1461 	EXP 	test1_image: autoDraw = True
429.9508 	EXP 	test1_image: autoDraw = False
429.9508 	EXP 	test1_blank_image: autoDraw = True
430.1508 	EXP 	test1_image: autoDraw = False
430.1508 	EXP 	test1_blank_image: autoDraw = False
430.1508 	EXP 	test2_image: size = array([ 0.225     ,  0.52592593])
430.1508 	EXP 	test2_image: image = u'Alien8.BMP'
430.1508 	EXP 	test2_image: autoDraw = True
430.9509 	EXP 	test2_image: autoDraw = False
430.9509 	EXP 	test2_blank_image: autoDraw = True
431.1427 	EXP 	test2_image: autoDraw = False
431.1427 	EXP 	test2_blank_image: autoDraw = False
431.1427 	EXP 	test3_image: size = array([ 0.309375  ,  0.53333333])
431.1427 	EXP 	test3_image: image = u'Alien12.BMP'
431.1427 	EXP 	test3_image: autoDraw = True
431.9428 	EXP 	test3_image: autoDraw = False
431.9428 	EXP 	test3_blank_image: autoDraw = True
432.1428 	EXP 	test3_image: autoDraw = False
432.1428 	EXP 	test3_blank_image: autoDraw = False
432.1428 	EXP 	test_pause_image: autoDraw = True
433.1430 	EXP 	test_pause_image: autoDraw = False
433.1430 	EXP 	test4_image: size = array([ 0.225     ,  0.60925926])
433.1430 	EXP 	test4_image: image = u'Alien4.BMP'
433.1430 	EXP 	test4_image: autoDraw = True
433.9432 	EXP 	test4_image: autoDraw = False
433.9432 	EXP 	test4_blank_image: autoDraw = True
434.1432 	EXP 	test4_image: autoDraw = False
434.1432 	EXP 	test4_blank_image: autoDraw = False
434.1432 	EXP 	test5_image: size = array([ 0.3       ,  0.54444444])
434.1432 	EXP 	test5_image: image = u'Alien5.BMP'
434.1432 	EXP 	test5_image: autoDraw = True
434.9433 	EXP 	test5_image: autoDraw = False
434.9433 	EXP 	test5_blank_image: autoDraw = True
435.1434 	EXP 	test5_image: autoDraw = False
435.1434 	EXP 	test5_blank_image: autoDraw = False
435.1434 	EXP 	test6_image: size = array([ 0.234375  ,  0.53518519])
435.1434 	EXP 	test6_image: image = u'Alien6.BMP'
435.1434 	EXP 	test6_image: autoDraw = True
435.7186 	DATA 	Keypress: 4
435.9435 	EXP 	test6_image: autoDraw = False
435.9435 	EXP 	test6_blank_image: autoDraw = True
436.1357 	EXP 	window1: blendMode = 'avg'
436.1436 	EXP 	test6_image: autoDraw = False
436.1436 	EXP 	test6_blank_image: autoDraw = False
436.1436 	EXP 	question_text: autoDraw = True
436.1438 	EXP 	window1: blendMode = 'avg'
436.1521 	EXP 	window1: blendMode = 'avg'
436.1605 	EXP 	window1: blendMode = 'avg'
436.1688 	EXP 	window1: blendMode = 'avg'
436.1771 	EXP 	window1: blendMode = 'avg'
436.1855 	EXP 	window1: blendMode = 'avg'
436.1938 	EXP 	window1: blendMode = 'avg'
436.2021 	EXP 	window1: blendMode = 'avg'
436.2105 	EXP 	window1: blendMode = 'avg'
436.2188 	EXP 	window1: blendMode = 'avg'
436.2271 	EXP 	window1: blendMode = 'avg'
436.2354 	EXP 	window1: blendMode = 'avg'
436.2438 	EXP 	window1: blendMode = 'avg'
436.2521 	EXP 	window1: blendMode = 'avg'
436.2605 	EXP 	window1: blendMode = 'avg'
436.2688 	EXP 	window1: blendMode = 'avg'
436.2771 	EXP 	window1: blendMode = 'avg'
436.2855 	EXP 	window1: blendMode = 'avg'
436.2938 	EXP 	window1: blendMode = 'avg'
436.3021 	EXP 	window1: blendMode = 'avg'
436.3105 	EXP 	window1: blendMode = 'avg'
436.3188 	EXP 	window1: blendMode = 'avg'
436.3271 	EXP 	window1: blendMode = 'avg'
436.3355 	EXP 	window1: blendMode = 'avg'
436.3439 	EXP 	window1: blendMode = 'avg'
436.3523 	EXP 	window1: blendMode = 'avg'
436.3605 	EXP 	window1: blendMode = 'avg'
436.3688 	EXP 	window1: blendMode = 'avg'
436.3772 	EXP 	window1: blendMode = 'avg'
436.3855 	EXP 	window1: blendMode = 'avg'
436.3938 	EXP 	window1: blendMode = 'avg'
436.4021 	EXP 	window1: blendMode = 'avg'
436.4105 	EXP 	window1: blendMode = 'avg'
436.4188 	EXP 	window1: blendMode = 'avg'
436.4272 	EXP 	window1: blendMode = 'avg'
436.4355 	EXP 	window1: blendMode = 'avg'
436.4438 	EXP 	window1: blendMode = 'avg'
436.4521 	EXP 	window1: blendMode = 'avg'
436.4605 	EXP 	window1: blendMode = 'avg'
436.4688 	EXP 	window1: blendMode = 'avg'
436.4772 	EXP 	window1: blendMode = 'avg'
436.4855 	EXP 	window1: blendMode = 'avg'
436.4939 	EXP 	window1: blendMode = 'avg'
436.5022 	EXP 	window1: blendMode = 'avg'
436.5105 	EXP 	window1: blendMode = 'avg'
436.5188 	EXP 	window1: blendMode = 'avg'
436.5271 	EXP 	window1: blendMode = 'avg'
436.5355 	EXP 	window1: blendMode = 'avg'
436.5438 	EXP 	window1: blendMode = 'avg'
436.5522 	EXP 	window1: blendMode = 'avg'
436.5605 	EXP 	window1: blendMode = 'avg'
436.5688 	EXP 	window1: blendMode = 'avg'
436.5772 	EXP 	window1: blendMode = 'avg'
436.5855 	EXP 	window1: blendMode = 'avg'
436.5939 	EXP 	window1: blendMode = 'avg'
436.6022 	EXP 	window1: blendMode = 'avg'
436.6105 	EXP 	window1: blendMode = 'avg'
436.6188 	EXP 	window1: blendMode = 'avg'
436.6272 	EXP 	window1: blendMode = 'avg'
436.6356 	EXP 	window1: blendMode = 'avg'
436.6439 	EXP 	window1: blendMode = 'avg'
436.6522 	EXP 	window1: blendMode = 'avg'
436.6605 	EXP 	window1: blendMode = 'avg'
436.6688 	EXP 	window1: blendMode = 'avg'
436.6772 	EXP 	window1: blendMode = 'avg'
436.6855 	EXP 	window1: blendMode = 'avg'
436.6939 	EXP 	window1: blendMode = 'avg'
436.7022 	EXP 	window1: blendMode = 'avg'
436.7105 	EXP 	window1: blendMode = 'avg'
436.7188 	EXP 	window1: blendMode = 'avg'
436.7272 	EXP 	window1: blendMode = 'avg'
436.7355 	EXP 	window1: blendMode = 'avg'
436.7439 	EXP 	window1: blendMode = 'avg'
436.7522 	EXP 	window1: blendMode = 'avg'
436.7606 	EXP 	window1: blendMode = 'avg'
436.7688 	EXP 	window1: blendMode = 'avg'
436.7772 	DATA 	Keypress: 4
436.7778 	EXP 	New trial (rep=0, index=1): {'corrAns': 4, 'image3': u'Alien3.BMP', 'image2': u'Alien11.BMP', 'image1': u'Alien7.BMP', 'image6': u'Alien12.BMP', 'image5': u'Alien11.BMP', 'image4': u'Alien10.BMP'}
436.7854 	EXP 	question_text: autoDraw = False
436.7854 	EXP 	test1_image: size = array([ 0.225     ,  0.60555556])
436.7854 	EXP 	test1_image: image = u'Alien7.BMP'
436.7854 	EXP 	test1_image: autoDraw = True
437.5938 	EXP 	test1_image: autoDraw = False
437.5938 	EXP 	test1_blank_image: autoDraw = True
437.7939 	EXP 	test1_image: autoDraw = False
437.7939 	EXP 	test1_blank_image: autoDraw = False
437.7939 	EXP 	test2_image: size = array([ 0.3375    ,  0.34814815])
437.7939 	EXP 	test2_image: image = u'Alien11.BMP'
437.7939 	EXP 	test2_image: autoDraw = True
438.5941 	EXP 	test2_image: autoDraw = False
438.5941 	EXP 	test2_blank_image: autoDraw = True
438.7941 	EXP 	test2_image: autoDraw = False
438.7941 	EXP 	test2_blank_image: autoDraw = False
438.7941 	EXP 	test3_image: size = array([ 0.20520833,  0.67407407])
438.7941 	EXP 	test3_image: image = u'Alien3.BMP'
438.7941 	EXP 	test3_image: autoDraw = True
439.5942 	EXP 	test3_image: autoDraw = False
439.5942 	EXP 	test3_blank_image: autoDraw = True
439.7942 	EXP 	test3_image: autoDraw = False
439.7942 	EXP 	test3_blank_image: autoDraw = False
439.7942 	EXP 	test_pause_image: autoDraw = True
440.7861 	EXP 	test_pause_image: autoDraw = False
440.7861 	EXP 	test4_image: size = array([ 0.225     ,  0.52037037])
440.7861 	EXP 	test4_image: image = u'Alien10.BMP'
440.7861 	EXP 	test4_image: autoDraw = True
441.5862 	EXP 	test4_image: autoDraw = False
441.5862 	EXP 	test4_blank_image: autoDraw = True
441.7863 	EXP 	test4_image: autoDraw = False
441.7863 	EXP 	test4_blank_image: autoDraw = False
441.7863 	EXP 	test5_image: size = array([ 0.3375    ,  0.34814815])
441.7863 	EXP 	test5_image: image = u'Alien11.BMP'
441.7863 	EXP 	test5_image: autoDraw = True
442.5866 	EXP 	test5_image: autoDraw = False
442.5866 	EXP 	test5_blank_image: autoDraw = True
442.7865 	EXP 	test5_image: autoDraw = False
442.7865 	EXP 	test5_blank_image: autoDraw = False
442.7865 	EXP 	test6_image: size = array([ 0.309375  ,  0.53333333])
442.7865 	EXP 	test6_image: image = u'Alien12.BMP'
442.7865 	EXP 	test6_image: autoDraw = True
443.5866 	EXP 	test6_image: autoDraw = False
443.5866 	EXP 	test6_blank_image: autoDraw = True
443.7787 	EXP 	window1: blendMode = 'avg'
443.7867 	EXP 	test6_image: autoDraw = False
443.7867 	EXP 	test6_blank_image: autoDraw = False
443.7867 	EXP 	question_text: autoDraw = True
443.7870 	EXP 	window1: blendMode = 'avg'
443.7952 	EXP 	window1: blendMode = 'avg'
443.8036 	EXP 	window1: blendMode = 'avg'
443.8119 	EXP 	window1: blendMode = 'avg'
443.8202 	EXP 	window1: blendMode = 'avg'
443.8285 	EXP 	window1: blendMode = 'avg'
443.8368 	EXP 	window1: blendMode = 'avg'
443.8452 	EXP 	window1: blendMode = 'avg'
443.8535 	EXP 	window1: blendMode = 'avg'
443.8619 	EXP 	window1: blendMode = 'avg'
443.8702 	EXP 	window1: blendMode = 'avg'
443.8785 	EXP 	window1: blendMode = 'avg'
443.8868 	EXP 	window1: blendMode = 'avg'
443.8952 	DATA 	Keypress: 3
443.8958 	EXP 	New trial (rep=0, index=2): {'corrAns': 3, 'image3': u'Alien9.BMP', 'image2': u'Alien8.BMP', 'image1': u'Alien7.BMP', 'image6': u'Alien6.BMP', 'image5': u'Alien2.BMP', 'image4': u'Alien10.BMP'}
443.9034 	EXP 	question_text: autoDraw = False
443.9034 	EXP 	test1_image: size = array([ 0.225     ,  0.60555556])
443.9034 	EXP 	test1_image: image = u'Alien7.BMP'
443.9034 	EXP 	test1_image: autoDraw = True
444.7118 	EXP 	test1_image: autoDraw = False
444.7118 	EXP 	test1_blank_image: autoDraw = True
444.9119 	EXP 	test1_image: autoDraw = False
444.9119 	EXP 	test1_blank_image: autoDraw = False
444.9119 	EXP 	test2_image: size = array([ 0.225     ,  0.52592593])
444.9119 	EXP 	test2_image: image = u'Alien8.BMP'
444.9119 	EXP 	test2_image: autoDraw = True
445.7120 	EXP 	test2_image: autoDraw = False
445.7120 	EXP 	test2_blank_image: autoDraw = True
445.9121 	EXP 	test2_image: autoDraw = False
445.9121 	EXP 	test2_blank_image: autoDraw = False
445.9121 	EXP 	test3_image: size = array([ 0.225     ,  0.57407407])
445.9121 	EXP 	test3_image: image = u'Alien9.BMP'
445.9121 	EXP 	test3_image: autoDraw = True
446.7122 	EXP 	test3_image: autoDraw = False
446.7122 	EXP 	test3_blank_image: autoDraw = True
446.9122 	EXP 	test3_image: autoDraw = False
446.9122 	EXP 	test3_blank_image: autoDraw = False
446.9122 	EXP 	test_pause_image: autoDraw = True
447.9040 	EXP 	test_pause_image: autoDraw = False
447.9040 	EXP 	test4_image: size = array([ 0.225     ,  0.52037037])
447.9040 	EXP 	test4_image: image = u'Alien10.BMP'
447.9040 	EXP 	test4_image: autoDraw = True
