"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","Alien4.bmp",379,"S","",NA,"None",NA,3,6,12,"h","visual"
"2","Alien5.bmp",380,"S","",NA,"None",NA,3,6,12,"h","visual"
"3","Alien6.bmp",381,"S","",NA,"None",NA,3,6,12,"h","visual"
"4","Alien4.bmp",385,"S","",NA,"None",NA,3,6,12,"h","visual"
"5","Alien5.bmp",386,"S","",NA,"None",NA,3,6,12,"h","visual"
"6","Alien6.bmp",387,"S","",NA,"None",NA,3,6,12,"h","visual"
"7","Alien7.bmp",391,"S","",NA,"None",NA,3,6,12,"h","visual"
"8","Alien8.bmp",392,"S","",NA,"None",NA,3,6,12,"h","visual"
"9","Alien9.bmp",393,"S","",NA,"None",NA,3,6,12,"h","visual"
"10","Alien10.bmp",394,"S","",NA,"None",NA,3,6,12,"h","visual"
"11","Alien11.bmp",395,"S","",NA,"None",NA,3,6,12,"h","visual"
"12","Alien12.bmp",396,"S","",NA,"None",NA,3,6,12,"h","visual"
"13","Alien1.bmp",397,"S","",NA,"None",NA,3,6,12,"h","visual"
"14","Alien2.bmp",398,"S","",NA,"None",NA,3,6,12,"h","visual"
"15","Alien3.bmp",399,"S","",NA,"3",0.46697874,3,6,12,"h","visual"
"16","Alien4.bmp",400,"S","",NA,"None",NA,3,6,12,"h","visual"
"17","Alien5.bmp",401,"S","",NA,"None",NA,3,6,12,"h","visual"
"18","Alien6.bmp",402,"S","",NA,"None",NA,3,6,12,"h","visual"
"19","Alien10.bmp",403,"S","",NA,"None",NA,3,6,12,"h","visual"
"20","Alien11.bmp",404,"S","",NA,"None",NA,3,6,12,"h","visual"
"21","Alien12.bmp",405,"S","",NA,"None",NA,3,6,12,"h","visual"
"22","Alien7.bmp",406,"S","",NA,"None",NA,3,6,12,"h","visual"
"23","Alien8.bmp",407,"S","",NA,"None",NA,3,6,12,"h","visual"
"24","Alien9.bmp",408,"S","",NA,"None",NA,3,6,12,"h","visual"
"25","K.png",385,"R","None",NA,"",NA,3,6,12,"h","visual"
"26","E.png",386,"R","None",NA,"",NA,3,6,12,"h","visual"
"27","B.png",387,"R","None",NA,"",NA,3,6,12,"h","visual"
"28","B.png",388,"R","None",NA,"",NA,3,6,12,"h","visual"
"29","D.png",389,"R","None",NA,"",NA,3,6,12,"h","visual"
"30","B.png",390,"R","None",NA,"",NA,3,6,12,"h","visual"
"31","G.png",391,"R","None",NA,"",NA,3,6,12,"h","visual"
"32","K.png",392,"R","None",NA,"",NA,3,6,12,"h","visual"
"33","D.png",393,"R","None",NA,"",NA,3,6,12,"h","visual"
"34","L.png",394,"R","None",NA,"",NA,3,6,12,"h","visual"
"35","L.png",395,"R","None",NA,"",NA,3,6,12,"h","visual"
"36","G.png",396,"R","None",NA,"",NA,3,6,12,"h","visual"
"37","E.png",397,"R","None",NA,"",NA,3,6,12,"h","visual"
"38","M.png",398,"R","None",NA,"",NA,3,6,12,"h","visual"
"39","K.png",399,"R","None",NA,"",NA,3,6,12,"h","visual"
"40","C.png",400,"R","None",NA,"",NA,3,6,12,"h","visual"
"41","A.png",401,"R","None",NA,"",NA,3,6,12,"h","visual"
"42","F.png",402,"R","None",NA,"",NA,3,6,12,"h","visual"
"43","J.png",403,"R","None",NA,"",NA,3,6,12,"h","visual"
"44","M.png",404,"R","None",NA,"",NA,3,6,12,"h","visual"
"45","C.png",405,"R","None",NA,"",NA,3,6,12,"h","visual"
"46","H.png",406,"R","None",NA,"",NA,3,6,12,"h","visual"
"47","M.png",407,"R","None",NA,"",NA,3,6,12,"h","visual"
"48","H.png",408,"R","None",NA,"",NA,3,6,12,"h","visual"
"49","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"50","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"51","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"52","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"53","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"54","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"55","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"56","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"57","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"58","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"59","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"60","blank.png",0,"B","",NA,"",NA,3,6,12,"h","visual"
"61","A.png",433,"R","None",NA,"",NA,3,6,12,"h","visual"
"62","E.png",434,"R","None",NA,"",NA,3,6,12,"h","visual"
"63","E.png",435,"R","None",NA,"",NA,3,6,12,"h","visual"
"64","B.png",436,"R","None",NA,"",NA,3,6,12,"h","visual"
"65","C.png",437,"R","None",NA,"",NA,3,6,12,"h","visual"
"66","J.png",438,"R","None",NA,"",NA,3,6,12,"h","visual"
"67","M.png",439,"R","None",NA,"",NA,3,6,12,"h","visual"
"68","G.png",440,"R","None",NA,"",NA,3,6,12,"h","visual"
"69","A.png",441,"R","None",NA,"",NA,3,6,12,"h","visual"
"70","M.png",442,"R","None",NA,"",NA,3,6,12,"h","visual"
"71","M.png",443,"R","None",NA,"",NA,3,6,12,"h","visual"
"72","H.png",444,"R","3",0.756344597,"",NA,3,6,12,"h","visual"
"73","K.png",445,"R","None",NA,"",NA,3,6,12,"h","visual"
"74","B.png",446,"R","None",NA,"",NA,3,6,12,"h","visual"
"75","J.png",447,"R","None",NA,"",NA,3,6,12,"h","visual"
"76","F.png",448,"R","None",NA,"",NA,3,6,12,"h","visual"
"77","F.png",449,"R","None",NA,"",NA,3,6,12,"h","visual"
"78","H.png",450,"R","3",0.68966094,"",NA,3,6,12,"h","visual"
"79","L.png",451,"R","None",NA,"",NA,3,6,12,"h","visual"
"80","K.png",452,"R","None",NA,"",NA,3,6,12,"h","visual"
"81","L.png",453,"R","None",NA,"",NA,3,6,12,"h","visual"
"82","D.png",454,"R","None",NA,"",NA,3,6,12,"h","visual"
