"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","M.png",379,"S","None",NA,"",NA,12,3,16,"c","visual"
"2","K.png",380,"S","None",NA,"",NA,12,3,16,"c","visual"
"3","B.png",381,"S","None",NA,"",NA,12,3,16,"c","visual"
"4","M.png",385,"S","None",NA,"",NA,12,3,16,"c","visual"
"5","K.png",386,"S","None",NA,"",NA,12,3,16,"c","visual"
"6","B.png",387,"S","None",NA,"",NA,12,3,16,"c","visual"
"7","E.png",391,"S","None",NA,"",NA,12,3,16,"c","visual"
"8","L.png",392,"S","None",NA,"",NA,12,3,16,"c","visual"
"9","H.png",393,"S","None",NA,"",NA,12,3,16,"c","visual"
"10","D.png",394,"S","None",NA,"",NA,12,3,16,"c","visual"
"11","G.png",395,"S","None",NA,"",NA,12,3,16,"c","visual"
"12","C.png",396,"S","3",0.289748719195,"",NA,12,3,16,"c","visual"
"13","A.png",397,"S","None",NA,"",NA,12,3,16,"c","visual"
"14","J.png",398,"S","None",NA,"",NA,12,3,16,"c","visual"
"15","F.png",399,"S","None",NA,"",NA,12,3,16,"c","visual"
"16","M.png",400,"S","None",NA,"",NA,12,3,16,"c","visual"
"17","K.png",401,"S","None",NA,"",NA,12,3,16,"c","visual"
"18","B.png",402,"S","None",NA,"",NA,12,3,16,"c","visual"
"19","D.png",403,"S","None",NA,"",NA,12,3,16,"c","visual"
"20","G.png",404,"S","None",NA,"",NA,12,3,16,"c","visual"
"21","C.png",405,"S","3",0.306461802393,"",NA,12,3,16,"c","visual"
"22","E.png",406,"S","None",NA,"",NA,12,3,16,"c","visual"
"23","L.png",407,"S","None",NA,"",NA,12,3,16,"c","visual"
"24","H.png",408,"S","None",NA,"",NA,12,3,16,"c","visual"
"25","Alien5.bmp",385,"R","",NA,"None",NA,12,3,16,"c","visual"
"26","Alien7.bmp",386,"R","",NA,"None",NA,12,3,16,"c","visual"
"27","Alien7.bmp",387,"R","",NA,"None",NA,12,3,16,"c","visual"
"28","Alien9.bmp",388,"R","",NA,"None",NA,12,3,16,"c","visual"
"29","Alien5.bmp",389,"R","",NA,"None",NA,12,3,16,"c","visual"
"30","Alien12.bmp",390,"R","",NA,"3",0.608612285287,12,3,16,"c","visual"
"31","Alien8.bmp",391,"R","",NA,"None",NA,12,3,16,"c","visual"
"32","Alien4.bmp",392,"R","",NA,"None",NA,12,3,16,"c","visual"
"33","Alien5.bmp",393,"R","",NA,"None",NA,12,3,16,"c","visual"
"34","Alien10.bmp",394,"R","",NA,"None",NA,12,3,16,"c","visual"
"35","Alien11.bmp",395,"R","",NA,"None",NA,12,3,16,"c","visual"
"36","Alien6.bmp",396,"R","",NA,"None",NA,12,3,16,"c","visual"
"37","Alien10.bmp",397,"R","",NA,"None",NA,12,3,16,"c","visual"
"38","Alien8.bmp",398,"R","",NA,"None",NA,12,3,16,"c","visual"
"39","Alien1.bmp",399,"R","",NA,"None",NA,12,3,16,"c","visual"
"40","Alien9.bmp",400,"R","",NA,"None",NA,12,3,16,"c","visual"
"41","Alien11.bmp",401,"R","",NA,"None",NA,12,3,16,"c","visual"
"42","Alien4.bmp",402,"R","",NA,"None",NA,12,3,16,"c","visual"
"43","Alien6.bmp",403,"R","",NA,"None",NA,12,3,16,"c","visual"
"44","Alien12.bmp",404,"R","",NA,"3",0.375281066343,12,3,16,"c","visual"
"45","Alien4.bmp",405,"R","",NA,"None",NA,12,3,16,"c","visual"
"46","Alien3.bmp",406,"R","",NA,"None",NA,12,3,16,"c","visual"
"47","Alien6.bmp",407,"R","",NA,"None",NA,12,3,16,"c","visual"
"48","Alien2.bmp",408,"R","",NA,"None",NA,12,3,16,"c","visual"
